Sample 1	Sample 1	Sample 2	Sample 2	Sample 3	Sample 3	Sample 4	Sample 4	Sample 5	Sample 5	Sample 6	Sample 6	Sample 7	Sample 7
542.8	8510	635.6	25380	635.6	2660	635.6	58.65	0	0	667.8	360	0	0
542.9	8820	635.8	23880	635.8	2790	635.8	56.28	0	0	667.9	330	0	0
543	8880	636	23220	636	2230	636	54.2	0	0	668	350	0	0
543.1	8810	636.2	23480	636.2	2380	636.2	52.37	0	0	668.1	320	0	0
543.2	8720	636.4	22080	636.4	2000	636.4	50.44	0	0	668.2	340	0	0
543.3	8180	636.6	21830	636.6	2300	636.6	48.96	0	0	668.3	360	0	0
543.4	8200	636.8	20730	636.8	2090	636.8	47.25	0	0	668.4	330	0	0
543.5	8780	637	21640	637	2540	637	45.97	0	0	668.5	320	0	0
543.6	7610	637.2	21530	637.2	2140	637.2	44.62	0	0	668.6	430	0	0
543.7	8950	637.4	22140	637.4	2400	637.4	43.16	0	0	668.7	380	0	0
543.8	8260	637.6	22020	637.6	2400	637.6	41.89	0	0	668.8	370	0	0
543.9	8370	637.8	22910	637.8	2250	637.8	40.73	0	0	668.9	290	0	0
544	8300	638	23260	638	2410	638	39.77	0	0	669	350	0	0
544.1	8290	638.2	25160	638.2	2650	638.2	38.77	0	0	669.1	360	0	0
544.2	8630	638.4	25980	638.4	2560	638.4	37.79	0	0	669.2	290	0	0
544.3	8700	638.6	26470	638.6	2900	638.6	36.88	0	0	669.3	240	0	0
544.4	8170	638.8	28630	638.8	3040	638.8	36.08	0	0	669.4	400	0	0
544.5	8920	639	29120	639	2940	639	35.2	0	0	669.5	310	0	0
544.6	8550	639.2	30000	639.2	2810	639.2	34.42	0	0	669.6	400	0	0
544.7	8320	639.4	30180	639.4	2850	639.4	33.57	0	0	669.7	390	0	0
544.8	8330	639.6	28990	639.6	2950	639.6	32.88	0	0	669.8	140	0	0
544.9	8380	639.8	29020	639.8	2870	639.8	32.21	0	0	669.9	280	0	0
545	8520	640	27720	640	2450	640	31.59	0	0	670	270	0	0
545.1	8800	640.2	26760	640.2	2220	640.2	30.7	0	0	670.1	180	0	0
545.2	7890	640.4	26190	640.4	2590	640.4	30.28	0	0	670.2	310	0	0
545.3	8560	640.6	24800	640.6	2250	640.6	29.76	0	0	670.3	170	0	0
545.4	8460	640.8	24720	640.8	2160	640.8	29.16	0	0	670.4	160	0	0
545.5	8810	641	22280	641	2700	641	28.7	0	0	670.5	200	0	0
545.6	8570	641.2	22900	641.2	2250	641.2	28.17	0	0	670.6	200	0	0
545.7	8670	641.4	23010	641.4	2440	641.4	27.93	0	0	670.7	250	0	0
545.8	8220	641.6	22860	641.6	2260	641.6	27.56	0	0	670.8	210	0	0
545.9	8680	641.8	22920	641.8	2330	641.8	26.96	0	0	670.9	320	0	0
546	9140	642	22260	642	2320	642	26.57	0	0	671	320	0	0
546.1	8460	642.2	23040	642.2	2350	642.2	26.33	0	0	671.1	190	0	0
546.2	8600	642.4	23590	642.4	2020	642.4	25.9	0	0	671.2	130	0	0
546.3	7910	642.6	22340	642.6	2310	642.6	25.52	0	0	671.3	260	0	0
546.4	8250	642.8	22110	642.8	2350	642.8	25.36	0	0	671.4	250	0	0
546.5	9270	643	20630	643	1930	643	25.28	0	0	671.5	260	0	0
546.6	8090	643.2	20050	643.2	2070	643.2	25.02	0	0	671.6	180	0	0
546.7	8470	643.4	19470	643.4	1930	643.4	24.7	0	0	671.7	140	0	0
546.8	8730	643.6	18680	643.6	1960	643.6	24.58	0	0	671.8	270	0	0
546.9	8470	643.8	18590	643.8	1980	643.8	24.51	0	0	671.9	310	0	0
547	8750	644	18800	644	1780	644	24.33	0	0	672	230	0	0
547.1	8050	644.2	19430	644.2	1860	644.2	23.98	0	0	672.1	240	0	0
547.2	8800	644.4	19360	644.4	1880	644.4	23.88	0	0	672.2	220	0	0
547.3	8140	644.6	20340	644.6	2230	644.6	23.85	0	0	672.3	280	0	0
547.4	8210	644.8	20530	644.8	2230	644.8	23.62	0	0	672.4	220	0	0
547.5	8200	645	20790	645	1810	645	23.75	0	0	672.5	250	0	0
547.6	8430	645.2	21710	645.2	2020	645.2	23.74	0	0	672.6	250	0	0
547.7	8490	645.4	22350	645.4	2360	645.4	23.86	0	0	672.7	240	0	0
547.8	8720	645.6	21690	645.6	2410	645.6	24.06	0	0	672.8	220	0	0
547.9	8460	645.8	22260	645.8	2160	645.8	24.28	0	0	672.9	260	0	0
548	8290	646	22490	646	2160	646	24.52	0	0	673	260	0	0
548.1	8790	646.2	21380	646.2	2150	646.2	24.84	0	0	673.1	200	0	0
548.2	8410	646.4	21230	646.4	2310	646.4	24.99	0	0	673.2	300	0	0
548.3	8290	646.6	20540	646.6	2330	646.6	25.29	0	0	673.3	330	0	0
548.4	8540	646.8	19530	646.8	1990	646.8	25.7	0	0	673.4	320	0	0
548.5	8550	647	18840	647	2140	647	26.01	0	0	673.5	260	0	0
548.6	8470	647.2	18320	647.2	1830	647.2	26.43	0	0	673.6	330	0	0
548.7	7960	647.4	19140	647.4	1980	647.4	26.95	0	0	673.7	290	0	0
548.8	8290	647.6	18200	647.6	2180	647.6	27.48	0	0	673.8	330	0	0
548.9	8210	647.8	18750	647.8	2090	647.8	28.03	0	0	673.9	330	0	0
549	8060	648	19850	648	2390	648	28.58	0	0	674	290	0	0
549.1	8240	648.2	19960	648.2	2660	648.2	28.94	0	0	674.1	440	0	0
549.2	8170	648.4	21280	648.4	2410	648.4	29.42	0	0	674.2	180	0	0
549.3	7680	648.6	23180	648.6	3180	648.6	30.17	0	0	674.3	260	0	0
549.4	8230	648.8	24340	648.8	3500	648.8	30.97	0	0	674.4	190	0	0
549.5	8210	649	28590	649	4480	649	31.56	0	0	674.5	290	0	0
549.6	8280	649.2	48500	649.2	6240	649.2	32.35	0	0	674.6	240	0	0
549.7	8170	649.4	83800	649.4	8200	649.4	33.18	0	0	674.7	250	0	0
549.8	8720	649.6	119990	649.6	11200	649.6	34.03	0	0	674.8	230	0	0
549.9	8410	649.8	149870	649.8	13700	649.8	34.85	0	0	674.9	220	0	0
550	7820	650	167680	650	15280	650	35.65	0	0	675	270	0	0
550.1	8300	650.2	166910	650.2	15520	650.2	36.39	0	0	675.1	160	0	0
550.2	8390	650.4	134880	650.4	14750	650.4	37.39	0	0	675.2	240	0	0
550.3	8480	650.6	103590	650.6	11780	650.6	37.88	0	0	675.3	270	0	0
550.4	8140	650.8	73350	650.8	8850	650.8	38.87	0	0	675.4	210	0	0
550.5	7700	651	56320	651	7270	651	39.49	0	0	675.5	240	0	0
550.6	8450	651.2	45800	651.2	6230	651.2	40.29	0	0	675.6	290	0	0
550.7	7880	651.4	47060	651.4	5710	651.4	41.14	0	0	675.7	170	0	0
550.8	8580	651.6	53340	651.6	5950	651.6	41.68	0	0	675.8	140	0	0
550.9	8630	651.8	59050	651.8	5990	651.8	42.31	0	0	675.9	130	0	0
551	8290	652	66280	652	7320	652	43.07	0	0	676	250	0	0
551.1	7880	652.2	70880	652.2	7850	652.2	43.56	0	0	676.1	220	0	0
551.2	8500	652.4	70180	652.4	8270	652.4	44.28	0	0	676.2	160	0	0
551.3	8680	652.6	71240	652.6	8230	652.6	44.78	0	0	676.3	190	0	0
551.4	8360	652.8	73240	652.8	8490	652.8	45.4	0	0	676.4	120	0	0
551.5	8010	653	72120	653	7170	653	45.63	0	0	676.5	100	0	0
551.6	8800	653.2	70500	653.2	7770	653.2	45.89	0	0	676.6	150	0	0
551.7	8480	653.4	68830	653.4	7940	653.4	46.22	0	0	676.7	210	0	0
551.8	8180	653.6	65580	653.6	7500	653.6	46.71	0	0	676.8	170	0	0
551.9	8720	653.8	61760	653.8	6650	653.8	46.81	0	0	676.9	220	0	0
552	8250	654	58010	654	6770	654	47.36	0	0	677	180	0	0
552.1	8680	654.2	53900	654.2	6260	654.2	47.46	0	0	677.1	300	0	0
552.2	8060	654.4	49750	654.4	5700	654.4	47.71	0	0	677.2	230	0	0
552.3	8630	654.6	50010	654.6	5860	654.6	47.86	0	0	677.3	170	0	0
552.4	8890	654.8	53010	654.8	5350	654.8	47.7	0	0	677.4	190	0	0
552.5	8480	655	58920	655	5760	655	47.75	0	0	677.5	240	0	0
552.6	8460	655.2	62640	655.2	6530	655.2	47.41	0	0	677.6	180	0	0
552.7	7920	655.4	62700	655.4	6200	655.4	47.1	0	0	677.7	190	0	0
552.8	8160	655.6	64630	655.6	6520	655.6	46.85	0	0	677.8	270	0	0
552.9	8780	655.8	55200	655.8	5990	655.8	46.68	0	0	677.9	180	0	0
553	8600	656	48010	656	5670	656	46.36	0	0	678	190	0	0
553.1	8480	656.2	42710	656.2	4820	656.2	46.01	0	0	678.1	280	0	0
553.2	8720	656.4	37720	656.4	3980	656.4	45.45	0	0	678.2	260	0	0
553.3	9290	656.6	31470	656.6	3460	656.6	44.95	0	0	678.3	210	0	0
553.4	9390	656.8	30540	656.8	3390	656.8	44.36	0	0	678.4	210	0	0
553.5	9030	657	28690	657	3210	657	43.72	0	0	678.5	310	0	0
553.6	10010	657.2	28670	657.2	2810	657.2	42.99	0	0	678.6	320	0	0
553.7	9800	657.4	27900	657.4	3320	657.4	42.22	0	0	678.7	280	0	0
553.8	9680	657.6	28270	657.6	3000	657.6	41.48	0	0	678.8	330	0	0
553.9	10090	657.8	27750	657.8	3390	657.8	40.4	0	0	678.9	240	0	0
554	10420	658	28890	658	3090	658	39.47	0	0	679	380	0	0
554.1	9710	658.2	29990	658.2	3370	658.2	38.56	0	0	679.1	400	0	0
554.2	9390	658.4	31060	658.4	3320	658.4	37.67	0	0	679.2	370	0	0
554.3	9330	658.6	31960	658.6	3590	658.6	36.63	0	0	679.3	410	0	0
554.4	8800	658.8	34370	658.8	3560	658.8	35.48	0	0	679.4	470	0	0
554.5	8830	659	36350	659	3760	659	34.46	0	0	679.5	540	0	0
554.6	8570	659.2	37560	659.2	4260	659.2	33.31	0	0	679.6	410	0	0
554.7	7960	659.4	42940	659.4	4400	659.4	32.17	0	0	679.7	340	0	0
554.8	8110	659.6	45760	659.6	4820	659.6	30.82	0	0	679.8	320	0	0
554.9	8420	659.8	49630	659.8	4830	659.8	29.66	0	0	679.9	380	0	0
555	8630	660	54210	660	6110	660	28.31	0	0	680	260	0	0
555.1	8340	660.2	59080	660.2	5650	660.2	27.19	0	0	680.1	280	0	0
555.2	8730	660.4	60070	660.4	6380	660.4	26.11	0	0	680.2	310	0	0
555.3	8290	660.6	62880	660.6	6350	660.6	25.12	0	0	680.3	450	0	0
555.4	8160	660.8	63640	660.8	6400	660.8	24.04	0	0	680.4	340	0	0
555.5	8540	661	62840	661	6270	661	22.95	0	0	680.5	250	0	0
555.6	8020	661.2	61390	661.2	6420	661.2	21.97	0	0	680.6	260	0	0
555.7	8480	661.4	59180	661.4	5890	661.4	20.96	0	0	680.7	260	0	0
555.8	8330	661.6	57360	661.6	5770	661.6	19.94	0	0	680.8	380	0	0
555.9	8410	661.8	54620	661.8	5790	661.8	19.01	0	0	680.9	240	0	0
556	7780	662	53140	662	5390	662	18.06	0	0	681	260	0	0
556.1	8470	662.2	48850	662.2	4920	662.2	17.15	0	0	681.1	220	0	0
556.2	8760	662.4	45880	662.4	4360	662.4	16.34	0	0	681.2	250	0	0
556.3	8540	662.6	41710	662.6	4350	662.6	15.55	0	0	681.3	240	0	0
556.4	8220	662.8	40990	662.8	4380	662.8	14.76	0	0	681.4	260	0	0
556.5	9230	663	38200	663	3980	663	13.99	0	0	681.5	220	0	0
556.6	8540	663.2	35070	663.2	3400	663.2	13.24	0	0	681.6	200	0	0
556.7	9360	663.4	32590	663.4	3490	663.4	12.55	0	0	681.7	220	0	0
556.8	8980	663.6	32060	663.6	3350	663.6	11.95	0	0	681.8	260	0	0
556.9	9210	663.8	29750	663.8	2860	663.8	11.3	0	0	681.9	120	0	0
557	8710	664	28480	664	2770	664	10.83	0	0	682	210	0	0
557.1	8410	664.2	28300	664.2	2750	664.2	10.4	0	0	682.1	150	0	0
557.2	8890	664.4	28040	664.4	2830	664.4	9.894	0	0	682.2	230	0	0
557.3	9020	664.6	27230	664.6	2580	664.6	9.425	0	0	682.3	110	0	0
557.4	9810	664.8	27420	664.8	2670	664.8	8.908	0	0	682.4	200	0	0
557.5	9300	665	27330	665	2650	665	8.47	0	0	682.5	190	0	0
557.6	9240	665.2	26880	665.2	2950	665.2	8.229	0	0	682.6	200	0	0
557.7	10280	665.4	27500	665.4	3120	665.4	7.918	0	0	682.7	210	0	0
557.8	9460	665.6	27450	665.6	3140	665.6	7.589	0	0	682.8	200	0	0
557.9	10600	665.8	26940	665.8	2720	665.8	7.369	0	0	682.9	150	0	0
558	10330	666	25810	666	2610	666	7.081	0	0	683	230	0	0
558.1	10430	666.2	24900	666.2	2540	666.2	6.881	0	0	683.1	270	0	0
558.2	11510	666.4	24830	666.4	2560	666.4	6.712	0	0	683.2	200	0	0
558.3	10960	666.6	24480	666.6	2760	666.6	6.507	0	0	683.3	220	0	0
558.4	10690	666.8	24320	666.8	2460	666.8	6.341	0	0	683.4	170	0	0
558.5	11680	667	23850	667	2420	667	6.218	0	0	683.5	230	0	0
558.6	11600	667.2	23280	667.2	2390	667.2	6.022	0	0	683.6	130	0	0
558.7	12150	667.4	22200	667.4	2570	667.4	5.864	0	0	683.7	250	0	0
558.8	11340	667.6	22840	667.6	2660	667.6	5.727	0	0	683.8	230	0	0
558.9	11300	667.8	21010	667.8	2180	667.8	5.639	0	0	683.9	250	0	0
559	10940	668	20730	668	2630	668	5.587	0	0	684	100	0	0
559.1	11210	668.2	21360	668.2	2520	668.2	5.521	0	0	684.1	220	0	0
559.2	11760	668.4	20700	668.4	2490	668.4	5.444	0	0	684.2	160	0	0
559.3	10380	668.6	19440	668.6	2310	668.6	5.374	0	0	684.3	200	0	0
559.4	11630	668.8	20500	668.8	2560	668.8	5.323	0	0	684.4	230	0	0
559.5	10600	669	19000	669	2280	669	5.255	0	0	684.5	240	0	0
559.6	9940	669.2	20020	669.2	2030	669.2	5.18	0	0	684.6	260	0	0
559.7	8710	669.4	19410	669.4	2330	669.4	5.145	0	0	684.7	380	0	0
559.8	9370	669.6	18700	669.6	2310	669.6	5.108	0	0	684.8	200	0	0
559.9	8730	669.8	19220	669.8	2290	669.8	5.055	0	0	684.9	310	0	0
560	8480	670	18150	670	2190	670	5.076	0	0	685	340	0	0
560.1	8530	670.2	18900	670.2	2460	670.2	5.008	0	0	685.1	270	0	0
560.2	8010	670.4	18260	670.4	2220	670.4	4.927	0	0	685.2	220	0	0
560.3	8430	670.6	19040	670.6	2110	670.6	4.93	0	0	685.3	310	0	0
560.4	8420	670.8	18680	670.8	1980	670.8	4.892	0	0	685.4	360	0	0
560.5	7410	671	18900	671	2190	671	4.874	0	0	685.5	340	0	0
560.6	7620	671.2	18990	671.2	2120	671.2	4.844	0	0	685.6	180	0	0
560.7	8270	671.4	18670	671.4	2000	671.4	4.843	0	0	685.7	320	0	0
560.8	8030	671.6	18720	671.6	2690	671.6	4.859	0	0	685.8	340	0	0
560.9	7550	671.8	18890	671.8	2300	671.8	4.803	0	0	685.9	200	0	0
561	8060	672	19670	672	2620	672	4.778	0	0	686	270	0	0
561.1	8320	672.2	19520	672.2	2380	672.2	4.824	0	0	686.1	330	0	0
561.2	7880	672.4	19410	672.4	2160	672.4	4.771	0	0	686.2	330	0	0
561.3	8440	672.6	19680	672.6	2360	672.6	4.754	0	0	686.3	240	0	0
561.4	8080	672.8	19510	672.8	2350	672.8	4.756	0	0	686.4	320	0	0
561.5	8550	673	19860	673	2390	673	4.734	0	0	686.5	390	0	0
561.6	7990	673.2	19480	673.2	2150	673.2	4.695	0	0	686.6	300	0	0
561.7	8330	673.4	19480	673.4	2460	673.4	4.753	0	0	686.7	370	0	0
561.8	8320	673.6	19810	673.6	2530	673.6	4.692	0	0	686.8	300	0	0
561.9	7060	673.8	19050	673.8	2480	673.8	4.772	0	0	686.9	380	0	0
562	8550	674	19510	674	2330	674	4.711	0	0	687	370	0	0
562.1	8040	674.2	20470	674.2	2370	674.2	4.687	0	0	687.1	430	0	0
562.2	7890	674.4	19490	674.4	2080	674.4	4.744	0	0	687.2	360	0	0
562.3	7620	674.6	19670	674.6	2310	674.6	4.757	0	0	687.3	380	0	0
562.4	8260	674.8	19970	674.8	2510	674.8	4.759	0	0	687.4	290	0	0
562.5	8370	675	19110	675	2340	675	4.805	0	0	687.5	420	0	0
562.6	8780	675.2	17870	675.2	2290	675.2	4.749	0	0	687.6	390	0	0
562.7	7890	675.4	19100	675.4	2390	675.4	4.697	0	0	687.7	460	0	0
562.8	8520	675.6	18970	675.6	2340	675.6	4.66	0	0	687.8	450	0	0
562.9	8320	675.8	18320	675.8	2090	675.8	4.633	0	0	687.9	450	0	0
563	8280	676	18060	676	2160	676	4.678	0	0	688	390	0	0
563.1	8800	676.2	18120	676.2	1970	676.2	4.711	0	0	688.1	500	0	0
563.2	8030	676.4	18330	676.4	1820	676.4	4.667	0	0	688.2	500	0	0
563.3	8210	676.6	17620	676.6	2140	676.6	4.706	0	0	688.3	500	0	0
563.4	7920	676.8	17970	676.8	2160	676.8	4.756	0	0	688.4	540	0	0
563.5	8460	677	17960	677	2280	677	4.746	0	0	688.5	440	0	0
563.6	7990	677.2	17560	677.2	2190	677.2	4.787	0	0	688.6	600	0	0
563.7	7990	677.4	18700	677.4	2190	677.4	4.84	0	0	688.7	650	0	0
563.8	7920	677.6	19310	677.6	2130	677.6	4.931	0	0	688.8	540	0	0
563.9	8370	677.8	18150	677.8	2220	677.8	4.939	0	0	688.9	530	0	0
564	8010	678	18040	678	2170	678	5.078	0	0	689	590	0	0
564.1	8140	678.2	18400	678.2	2210	678.2	5.071	0	0	689.1	520	0	0
564.2	8100	678.4	18900	678.4	2290	678.4	5.131	0	0	689.2	580	0	0
564.3	8310	678.6	20330	678.6	2570	678.6	5.24	0	0	689.3	550	0	0
564.4	8430	678.8	19800	678.8	2760	678.8	5.375	0	0	689.4	520	0	0
564.5	8230	679	21600	679	2600	679	5.403	0	0	689.5	610	0	0
564.6	8300	679.2	22130	679.2	2840	679.2	5.434	0	0	689.6	600	0	0
564.7	8620	679.4	22710	679.4	2690	679.4	5.414	0	0	689.7	570	0	0
564.8	7920	679.6	23340	679.6	2880	679.6	5.45	0	0	689.8	530	0	0
564.9	8810	679.8	21710	679.8	2650	679.8	5.627	0	0	689.9	530	0	0
565	8400	680	22810	680	2260	680	5.77	0	0	690	680	0	0
565.1	8690	680.2	21650	680.2	2840	680.2	5.992	0	0	690.1	520	0	0
565.2	7610	680.4	21860	680.4	2710	680.4	6.177	0	0	690.2	580	0	0
565.3	8350	680.6	20570	680.6	2300	680.6	6.339	0	0	690.3	690	0	0
565.4	7960	680.8	19790	680.8	2300	680.8	6.584	0	0	690.4	600	0	0
565.5	7750	681	19500	681	2360	681	6.789	0	0	690.5	500	0	0
565.6	7900	681.2	19650	681.2	2430	681.2	7.069	0	0	690.6	560	0	0
565.7	8030	681.4	19960	681.4	2190	681.4	7.277	0	0	690.7	650	0	0
565.8	8750	681.6	19000	681.6	2380	681.6	7.67	0	0	690.8	600	0	0
565.9	8090	681.8	18700	681.8	2190	681.8	7.888	0	0	690.9	570	0	0
566	8000	682	19550	682	2490	682	8.264	0	0	691	800	0	0
566.1	8740	682.2	19020	682.2	2150	682.2	8.568	0	0	691.1	640	0	0
566.2	8350	682.4	18070	682.4	2230	682.4	9.024	0	0	691.2	690	0	0
566.3	8190	682.6	18780	682.6	2140	682.6	9.363	0	0	691.3	690	0	0
566.4	7870	682.8	18830	682.8	2050	682.8	9.912	0	0	691.4	650	0	0
566.5	8310	683	18290	683	2400	683	10.55	0	0	691.5	630	0	0
566.6	7550	683.2	18700	683.2	2470	683.2	11.03	0	0	691.6	630	0	0
566.7	8170	683.4	19480	683.4	2300	683.4	11.52	0	0	691.7	780	0	0
566.8	7880	683.6	19170	683.6	2560	683.6	12.21	0	0	691.8	550	0	0
566.9	8140	683.8	19520	683.8	2470	683.8	12.76	0	0	691.9	900	0	0
567	8320	684	18390	684	2440	684	13.33	0	0	692	730	0	0
567.1	8100	684.2	19590	684.2	2750	684.2	14.03	0	0	692.1	810	0	0
567.2	8440	684.4	19970	684.4	2640	684.4	14.75	0	0	692.2	790	0	0
567.3	8680	684.6	20100	684.6	2520	684.6	15.6	0	0	692.3	970	0	0
567.4	8070	684.8	20490	684.8	2660	684.8	16.48	0	0	692.4	750	0	0
567.5	8290	685	21590	685	2370	685	17.33	0	0	692.5	920	0	0
567.6	8320	685.2	21940	685.2	2610	685.2	18.21	0	0	692.6	1040	0	0
567.7	8190	685.4	21240	685.4	2730	685.4	19.11	0	0	692.7	1150	0	0
567.8	7940	685.6	21010	685.6	2730	685.6	20.3	0	0	692.8	1390	0	0
567.9	7740	685.8	20660	685.8	2920	685.8	21.31	0	0	692.9	1170	0	0
568	7630	686	22420	686	2850	686	22.44	0	0	693	1330	0	0
568.1	8260	686.2	22610	686.2	2840	686.2	23.46	0	0	693.1	1620	0	0
568.2	8280	686.4	23680	686.4	2940	686.4	24.59	0	0	693.2	1780	0	0
568.3	8210	686.6	22700	686.6	2980	686.6	25.82	0	0	693.3	2080	0	0
568.4	8340	686.8	23840	686.8	3230	686.8	26.85	0	0	693.4	2640	0	0
568.5	8120	687	23680	687	3180	687	27.99	0	0	693.5	2680	0	0
568.6	8660	687.2	24600	687.2	3070	687.2	29.22	0	0	693.6	3350	0	0
568.7	8320	687.4	24980	687.4	3270	687.4	30.36	0	0	693.7	4230	0	0
568.8	7980	687.6	25270	687.6	2940	687.6	31.42	0	0	693.8	4810	0	0
568.9	8680	687.8	26870	687.8	3050	687.8	32.5	0	0	693.9	6480	0	0
569	8220	688	27780	688	3190	688	33.53	0	0	694	7800	0	0
569.1	8200	688.2	26900	688.2	3420	688.2	34.96	0	0	694.1	9820	0	0
569.2	8420	688.4	28550	688.4	3360	688.4	36.09	0	0	694.2	12080	0	0
569.3	8330	688.6	28750	688.6	3990	688.6	37.44	0	0	694.3	15450	0	0
569.4	8010	688.8	29490	688.8	3850	688.8	38.61	0	0	694.4	17600	0	0
569.5	8140	689	29330	689	3570	689	39.94	0	0	694.5	18890	0	0
569.6	8280	689.2	30450	689.2	3770	689.2	41.04	0	0	694.6	19990	0	0
569.7	8520	689.4	30120	689.4	3470	689.4	42.3	0	0	694.7	20150	0	0
569.8	8060	689.6	30420	689.6	3820	689.6	43.46	0	0	694.8	17800	0	0
569.9	8130	689.8	31580	689.8	3900	689.8	44.66	0	0	694.9	16120	0	0
570	8380	690	31140	690	4020	690	45.58	0	0	695	14330	0	0
570.1	8300	690.2	30980	690.2	4120	690.2	46.85	0	0	695.1	10970	0	0
570.2	8020	690.4	32100	690.4	3910	690.4	48.01	0	0	695.2	10370	0	0
570.3	8410	690.6	30970	690.6	4160	690.6	49.1	0	0	695.3	11300	0	0
570.4	8940	690.8	31360	690.8	4080	690.8	50.07	0	0	695.4	11410	0	0
570.5	8720	691	32990	691	4470	691	51.36	0	0	695.5	12380	0	0
570.6	8440	691.2	32110	691.2	4420	691.2	52.48	0	0	695.6	14880	0	0
570.7	8760	691.4	33020	691.4	4470	691.4	53.28	0	0	695.7	17920	0	0
570.8	8750	691.6	35780	691.6	4480	691.6	54.07	0	0	695.8	22700	0	0
570.9	8570	691.8	36570	691.8	4500	691.8	55.08	0	0	695.9	27380	0	0
571	8660	692	39010	692	4880	692	56.21	0	0	696	33210	0	0
571.1	8250	692.2	39870	692.2	5540	692.2	57.21	0	0	696.1	37930	0	0
571.2	8170	692.4	44640	692.4	6080	692.4	58.4	0	0	696.2	41940	0	0
571.3	8850	692.6	48180	692.6	6900	692.6	59.24	0	0	696.3	45380	0	0
571.4	7830	692.8	53050	692.8	7330	692.8	60.34	0	0	696.4	47240	0	0
571.5	8010	693	63780	693	10030	693	61.29	0	0	696.5	46740	0	0
571.6	8340	693.2	76740	693.2	12450	693.2	62.51	0	0	696.6	44950	0	0
571.7	8710	693.4	98310	693.4	15470	693.4	63.16	0	0	696.7	43850	0	0
571.8	7930	693.6	148390	693.6	20160	693.6	63.8	0	0	696.8	43250	0	0
571.9	8430	693.8	211420	693.8	26070	693.8	64.66	0	0	696.9	43200	0	0
572	7790	694	273870	694	32940	694	65.93	0	0	697	43860	0	0
572.1	8400	694.2	339260	694.2	39820	694.2	67.02	0	0	697.1	41970	0	0
572.2	8010	694.4	383950	694.4	45620	694.4	67.73	0	0	697.2	39170	0	0
572.3	8720	694.6	395480	694.6	48750	694.6	68.7	0	0	697.3	37420	0	0
572.4	8170	694.8	383730	694.8	50600	694.8	69.66	0	0	697.4	31470	0	0
572.5	8790	695	371700	695	50380	695	70.44	0	0	697.5	27640	0	0
572.6	8820	695.2	378540	695.2	55060	695.2	71.15	0	0	697.6	24190	0	0
572.7	8100	695.4	441830	695.4	60250	695.4	72.25	0	0	697.7	21830	0	0
572.8	8590	695.6	545710	695.6	72100	695.6	73.49	0	0	697.8	18260	0	0
572.9	8560	695.8	686270	695.8	86770	695.8	74.42	0	0	697.9	16380	0	0
573	8590	696	818990	696	100250	696	75.51	0	0	698	14580	0	0
573.1	8490	696.2	932760	696.2	113240	696.2	76.61	0	0	698.1	12860	0	0
573.2	8500	696.4	1019100	696.4	121430	696.4	77.82	0	0	698.2	11760	0	0
573.3	8700	696.6	1040670	696.6	126130	696.6	78.78	0	0	698.3	9850	0	0
573.4	8590	696.8	1017500	696.8	123380	696.8	80.21	0	0	698.4	9840	0	0
573.5	8720	697	955830	697	115330	697	81.45	0	0	698.5	8530	0	0
573.6	9150	697.2	848140	697.2	105330	697.2	83.18	0	0	698.6	7490	0	0
573.7	8850	697.4	731860	697.4	90880	697.4	84.63	0	0	698.7	6220	0	0
573.8	8040	697.6	608750	697.6	75280	697.6	86.37	0	0	698.8	5830	0	0
573.9	8610	697.8	487610	697.8	62700	697.8	88.23	0	0	698.9	5400	0	0
574	8470	698	393590	698	49590	698	89.83	0	0	699	4760	0	0
574.1	9030	698.2	317470	698.2	41430	698.2	91.6	0	0	699.1	4790	0	0
574.2	8480	698.4	256940	698.4	33250	698.4	93.69	0	0	699.2	4380	0	0
574.3	8690	698.6	211600	698.6	27150	698.6	95.88	0	0	699.3	4040	0	0
574.4	9270	698.8	174530	698.8	23820	698.8	97.93	0	0	699.4	3680	0	0
574.5	8090	699	150680	699	21080	699	100.2	0	0	699.5	3590	0	0
574.6	8300	699.2	131390	699.2	18480	699.2	102.5	0	0	699.6	3910	0	0
574.7	8790	699.4	119470	699.4	16810	699.4	105	0	0	699.7	3570	0	0
574.8	8590	699.6	113140	699.6	15160	699.6	107.6	0	0	699.8	3500	0	0
574.9	7880	699.8	109960	699.8	15300	699.8	110.1	0	0	699.9	3360	0	0
575	8320	700	109610	700	14670	700	112.5	0	0	700	3430	0	0
575.1	8790	700.2	114230	700.2	15080	700.2	115.3	0	0	700.1	3080	0	0
575.2	8830	700.4	118420	700.4	16640	700.4	117.9	0	0	700.2	3420	0	0
575.3	8970	700.6	127730	700.6	18540	700.6	120.7	0	0	700.3	3880	0	0
575.4	9040	700.8	135280	700.8	18830	700.8	122.7	0	0	700.4	3500	0	0
575.5	9020	701	148210	701	21450	701	125.8	0	0	700.5	3990	0	0
575.6	8410	701.2	164600	701.2	23020	701.2	128.2	0	0	700.6	4130	0	0
575.7	8750	701.4	180600	701.4	25270	701.4	130.5	0	0	700.7	4440	0	0
575.8	8900	701.6	204180	701.6	28870	701.6	133	0	0	700.8	4300	0	0
575.9	8340	701.8	231160	701.8	32150	701.8	135.1	0	0	700.9	4730	0	0
576	8200	702	261300	702	37490	702	137.7	0	0	701	4810	0	0
576.1	8780	702.2	296710	702.2	41450	702.2	139.6	0	0	701.1	5370	0	0
